Location,Sex or gender,Age at divorce,Indicator,Unit Of Measure,VALUE
Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",11.5
Ontario,Females,20 to 24 years,Number of divorces,Number,330.0
Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",13.3
Ontario,Females,25 to 29 years,Number of divorces,Number,1938.0
Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",15.1
Ontario,Females,30 to 34 years,Number of divorces,Number,3639.0
Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",14.3
Ontario,Females,35 to 39 years,Number of divorces,Number,4128.0
Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",13.6
Ontario,Females,40 to 44 years,Number of divorces,Number,4275.0
Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",12.9
Ontario,Females,45 to 49 years,Number of divorces,Number,4125.0
Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.0
Ontario,Females,50 to 54 years,Number of divorces,Number,3525.0
Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.3
Ontario,Females,55 to 59 years,Number of divorces,Number,2049.0
Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.0
Ontario,Females,60 to 64 years,Number of divorces,Number,1077.0
Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.7
Ontario,Females,65 years and over,Number of divorces,Number,738.0
Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.2
Ontario,Both sexes,All ages,Number of divorces,Number,49080.0
Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",8.1
Ontario,Both sexes,Under 20 years,Number of divorces,Number,9.0
Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",9.2
Ontario,Both sexes,20 to 24 years,Number of divorces,Number,381.0
Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",11.6
Ontario,Both sexes,25 to 29 years,Number of divorces,Number,2751.0
Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",13.2
Ontario,Both sexes,30 to 34 years,Number of divorces,Number,5835.0
Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",12.6
Ontario,Both sexes,35 to 39 years,Number of divorces,Number,7257.0
Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",12.6
Ontario,Both sexes,40 to 44 years,Number of divorces,Number,7935.0
Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",12.5
Ontario,Both sexes,45 to 49 years,Number of divorces,Number,8010.0
Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.8
Ontario,Both sexes,50 to 54 years,Number of divorces,Number,7422.0
Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.9
Ontario,Both sexes,55 to 59 years,Number of divorces,Number,4839.0
Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.8
Ontario,Both sexes,60 to 64 years,Number of divorces,Number,2556.0
Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.2
Ontario,Both sexes,65 years and over,Number of divorces,Number,2085.0
Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.5
Ontario,Males,All ages,Number of divorces,Number,24402.0
Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",8.1
Ontario,Males,Under 20 years,Number of divorces,Number,3.0
Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",12.4
Ontario,Males,20 to 24 years,Number of divorces,Number,114.0
Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",10.3
Ontario,Males,25 to 29 years,Number of divorces,Number,996.0
Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",12.1
Ontario,Males,30 to 34 years,Number of divorces,Number,2577.0
Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",12.3
Ontario,Males,35 to 39 years,Number of divorces,Number,3462.0
Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",12.8
Ontario,Males,40 to 44 years,Number of divorces,Number,3825.0
Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",12.5
Ontario,Males,45 to 49 years,Number of divorces,Number,3984.0
Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.9
Ontario,Males,50 to 54 years,Number of divorces,Number,3903.0
Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",10.4
Ontario,Males,55 to 59 years,Number of divorces,Number,2673.0
Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",7.5
Ontario,Males,60 to 64 years,Number of divorces,Number,1542.0
Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",5.0
Ontario,Males,65 years and over,Number of divorces,Number,1323.0
Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.7
Ontario,Females,All ages,Number of divorces,Number,24678.0
Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",8.2
Ontario,Females,Under 20 years,Number of divorces,Number,6.0
Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",8.2
Ontario,Females,20 to 24 years,Number of divorces,Number,267.0
Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",12.2
Ontario,Females,25 to 29 years,Number of divorces,Number,1755.0
Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",14.0
Ontario,Females,30 to 34 years,Number of divorces,Number,3258.0
Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",12.8
Ontario,Females,35 to 39 years,Number of divorces,Number,3795.0
Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",12.5
Ontario,Females,40 to 44 years,Number of divorces,Number,4110.0
Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",12.6
Ontario,Females,45 to 49 years,Number of divorces,Number,4026.0
Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.7
Ontario,Females,50 to 54 years,Number of divorces,Number,3519.0
Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.4
Ontario,Females,55 to 59 years,Number of divorces,Number,2166.0
Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.2
Ontario,Females,60 to 64 years,Number of divorces,Number,1014.0
Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.4
Ontario,Females,65 years and over,Number of divorces,Number,762.0
Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.2
Ontario,Both sexes,All ages,Number of divorces,Number,50397.0
Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",8.2
Ontario,Both sexes,Under 20 years,Number of divorces,Number,3.0
Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",3.0
Ontario,Both sexes,20 to 24 years,Number of divorces,Number,411.0
Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",12.2
Ontario,Both sexes,25 to 29 years,Number of divorces,Number,2682.0
Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",12.6
Ontario,Both sexes,30 to 34 years,Number of divorces,Number,6096.0
Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",12.9
Ontario,Both sexes,35 to 39 years,Number of divorces,Number,7632.0
Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",13.1
Ontario,Both sexes,40 to 44 years,Number of divorces,Number,8088.0
Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",12.8
Ontario,Both sexes,45 to 49 years,Number of divorces,Number,8085.0
Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.0
Ontario,Both sexes,50 to 54 years,Number of divorces,Number,7326.0
Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",10.0
Ontario,Both sexes,55 to 59 years,Number of divorces,Number,5022.0
Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",7.0
Ontario,Both sexes,60 to 64 years,Number of divorces,Number,2826.0
Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.5
Ontario,Both sexes,65 years and over,Number of divorces,Number,2223.0
Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.6
Ontario,Males,All ages,Number of divorces,Number,25113.0
Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",8.2
Ontario,Males,Under 20 years,Number of divorces,Number,0.0
Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",0.0
Ontario,Males,20 to 24 years,Number of divorces,Number,105.0
Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",9.3
Ontario,Males,25 to 29 years,Number of divorces,Number,996.0
Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",11.7
Ontario,Males,30 to 34 years,Number of divorces,Number,2730.0
Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",12.7
Ontario,Males,35 to 39 years,Number of divorces,Number,3660.0
Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",13.3
Ontario,Males,40 to 44 years,Number of divorces,Number,3912.0
Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",12.8
Ontario,Males,45 to 49 years,Number of divorces,Number,4068.0
Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.3
Ontario,Males,50 to 54 years,Number of divorces,Number,3831.0
Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",10.4
Ontario,Males,55 to 59 years,Number of divorces,Number,2763.0
Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",7.6
Ontario,Males,60 to 64 years,Number of divorces,Number,1617.0
Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",5.1
Ontario,Males,65 years and over,Number of divorces,Number,1431.0
Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.8
Ontario,Females,All ages,Number of divorces,Number,25284.0
Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",8.3
Ontario,Females,Under 20 years,Number of divorces,Number,3.0
Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",4.0
Ontario,Females,20 to 24 years,Number of divorces,Number,306.0
Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",13.7
Ontario,Females,25 to 29 years,Number of divorces,Number,1686.0
Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",13.2
Ontario,Females,30 to 34 years,Number of divorces,Number,3366.0
Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",13.1
Ontario,Females,35 to 39 years,Number of divorces,Number,3975.0
Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",12.9
Ontario,Females,40 to 44 years,Number of divorces,Number,4176.0
Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",12.8
Ontario,Females,45 to 49 years,Number of divorces,Number,4017.0
Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.8
Ontario,Females,50 to 54 years,Number of divorces,Number,3495.0
Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.6
Ontario,Females,55 to 59 years,Number of divorces,Number,2259.0
Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.3
Ontario,Females,60 to 64 years,Number of divorces,Number,1209.0
Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.9
Ontario,Females,65 years and over,Number of divorces,Number,792.0
Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.2
Ontario,Both sexes,All ages,Number of divorces,Number,50469.0
Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",8.1
Ontario,Both sexes,Under 20 years,Number of divorces,Number,3.0
Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",2.9
Ontario,Both sexes,20 to 24 years,Number of divorces,Number,417.0
Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",11.9
Ontario,Both sexes,25 to 29 years,Number of divorces,Number,2775.0
Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",12.5
Ontario,Both sexes,30 to 34 years,Number of divorces,Number,5958.0
Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",12.3
Ontario,Both sexes,35 to 39 years,Number of divorces,Number,7572.0
Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",12.6
Ontario,Both sexes,40 to 44 years,Number of divorces,Number,7989.0
Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",12.6
Ontario,Both sexes,45 to 49 years,Number of divorces,Number,7965.0
Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.9
Ontario,Both sexes,50 to 54 years,Number of divorces,Number,7254.0
Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",10.2
Ontario,Both sexes,55 to 59 years,Number of divorces,Number,5331.0
Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",7.2
Ontario,Both sexes,60 to 64 years,Number of divorces,Number,2841.0
Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.4
Ontario,Both sexes,65 years and over,Number of divorces,Number,2367.0
Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.6
Ontario,Both sexes,All ages,Number of divorces,Number,44754.0
Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",7.1
Ontario,Both sexes,Under 20 years,Number of divorces,Number,0.0
Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",0.0
Ontario,Both sexes,20 to 24 years,Number of divorces,Number,384.0
Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",10.7
Ontario,Both sexes,25 to 29 years,Number of divorces,Number,2334.0
Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",10.1
Ontario,Both sexes,30 to 34 years,Number of divorces,Number,5112.0
Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",10.2
Ontario,Both sexes,35 to 39 years,Number of divorces,Number,6423.0
Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",10.4
Ontario,Both sexes,40 to 44 years,Number of divorces,Number,6948.0
Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",10.9
Ontario,Both sexes,45 to 49 years,Number of divorces,Number,7233.0
Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",10.9
Ontario,Both sexes,50 to 54 years,Number of divorces,Number,6285.0
Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.1
Ontario,Both sexes,55 to 59 years,Number of divorces,Number,4992.0
Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.6
Ontario,Both sexes,60 to 64 years,Number of divorces,Number,2895.0
Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.4
Ontario,Both sexes,65 years and over,Number of divorces,Number,2148.0
Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.4
Ontario,Both sexes,All ages,Number of divorces,Number,28446.0
Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",4.4
Ontario,Both sexes,Under 20 years,Number of divorces,Number,3.0
Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",2.9
Ontario,Both sexes,20 to 24 years,Number of divorces,Number,300.0
Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",8.3
Ontario,Both sexes,25 to 29 years,Number of divorces,Number,1506.0
Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",6.4
Ontario,Both sexes,30 to 34 years,Number of divorces,Number,3351.0
Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",6.5
Ontario,Both sexes,35 to 39 years,Number of divorces,Number,4032.0
Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",6.3
